x1,x2,y
0.6112043450688509,-0.4708010890494642,1
-0.06736578132004911,-0.9943303376093937,1
-1.675833869423011,2.040379558524123,0
0.13407638302222635,1.0356285278676123,0
2.5651810449927948,0.8437657592485333,1
0.5609834643165768,-1.631281246048487,0
-0.6253227284608529,0.864536667472367,0
-1.8732269274894724,1.4094038936519138,0
-0.9853007225256978,-1.499987263113315,1
1.2390029868319223,-0.05783481780511557,1
-0.36397401223360504,1.8692246461436512,0
-0.5819219567505682,0.594677269379876,0
0.5577966163971848,-0.33026364015887,0
0.711573189692277,-0.07133405950138044,1
-0.5179715267824454,-0.8427978657036821,1
-1.3386574835563598,0.4457283172643851,0
0.07201902755185263,0.7081549082831953,0
-1.2627486040821698,1.4015485647884227,0
0.48565014221566705,-0.8110218874724063,1
-0.2574566586845673,1.172239429061015,0
1.7395736341571109,0.734429032760811,1
-0.44941303710839875,-0.8102997034503203,1
0.9271363113573243,0.3394535403923373,1
-0.46271970085470515,0.5007247608722235,0
1.7077219750813362,0.5294614617946325,1
-1.2060540798308677,-0.6525957417110535,0
-0.8495391920118815,0.547463122655079,0
2.1072886464685445,0.24908068827320884,1
-0.2318168162952623,-0.4875585467256135,1
0.32424640613699895,0.36360826282149117,0
1.0392694255373152,-0.44294956946668884,1
-1.6949565491772618,2.0222144721833812,0
0.4761048448449232,-0.22144932602243422,1
0.44397961516843865,-0.20525472073024698,1
-0.5489051850803691,-0.5235635851059035,0
1.075142411877231,-0.249644629901632,1
0.7413070755487349,-0.1724819439283904,1
-1.6405342001456606,-0.8231183023914195,0
-0.07140102951333638,-0.5876453117030049,0
1.5828683442027975,-0.004276021590451318,1
-0.6872514019529377,-1.3003127892091086,1
-0.05241231950765646,-0.9148631108298029,1
0.10807016015782489,-0.7201669828031054,0
-0.9446101638585455,1.2946498435325304,0
0.2691464278358666,-1.906028908376507,0
-1.5005556105567173,0.11916390578766733,0
0.19805171753228024,-0.4329079156693732,1
0.9459877449293125,-0.5358304157900925,1
2.263164319462697,0.5379546490489635,1
-0.2959536573615284,0.21669240164068393,0
0.7730944122845491,-0.46660196114504826,0
-0.4009812816105593,0.8889539411261083,0
0.09997958161002063,-0.8629880786384758,1
-1.2660616338787407,0.20900372048128735,0
-0.7256776851442246,2.6750865931204877,0
-1.8803095528171672,0.5477712784677382,0
-0.3032137422640665,-1.3988456127265,0
0.08656826396583273,-0.342156723862589,1
0.31680454881719416,-0.8794607002425778,1
-1.1680589664729721,1.0385727681089825,0
-1.0475673374216035,-1.881817575564603,1
0.08582063300741305,-1.0806615300460567,1
-0.13817729293150216,0.6149405817172628,0
0.38545793334214584,-0.6992702223523074,1
1.8139776956830964,0.03704755772280843,1
-0.9905537417389855,-1.2398689910374272,0
-1.9599776342863247,0.729495145413738,0
1.3840226436288154,0.712151060342074,1
0.9445099969989759,0.9638028134303268,0
0.1585389869178973,-0.7905037058281437,1
-1.0008968513182723,-1.9336675843945585,1
-0.29732235005554125,0.22490282550127028,0
-0.6508582372762963,0.17877626485253806,0
-0.002953346481823993,-0.9699112892406045,1
-1.3634901164387319,-2.2308847803221905,1
-0.4908091311458864,0.040084599325270365,0
1.2984060823445485,0.1486200461095264,1
2.2062972070340745,0.854902843815502,1
1.375334257055574,-0.43790910722756027,1
1.0539270719787646,-0.19783911742625437,1
-0.0605183639759711,-0.4863628821961563,0
0.3866866487458588,0.034703217939984043,0
0.6498673970647387,0.2629668070646918,1
-0.05699119413045273,-0.9060608882946637,0
1.6925248940115334,-0.04453127369651427,1
0.9783787370675687,-0.977174479929114,1
0.18500949446710124,-0.502864868878234,1
-0.5377161797605916,-1.9739330194540285,1
0.7124200625236815,0.3844869915250181,1
-0.5814685550413112,-1.068440454124869,1
-0.5236797475877975,1.4568074174943457,0
-0.8225425240516673,0.7161283250576418,0
-1.1346499531371959,2.207094476795423,0
-0.6788531998768776,0.10231119986991116,0
0.7909004576148406,0.06489333788454654,0
0.8169017340414383,-0.17179928553995794,1
-1.3896937336812427,1.0233745689786964,0
-0.7485917510198468,-2.015400555416923,1
0.2341714060820005,0.6099147520668174,0
0.4477564397917866,-0.3817760329926322,0
